# case	disease	pipeline_name	pipeline_version	timestamp	C3Y	DCC_path	filesize	file_format	md5sum	SampleName	RedIDATFilename	GreenIDATFilename	SampleType	RedUUID	GreenUUID
C3N-00645	SAR	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/SAR/CPTAC3_SAR_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00645.T.CPT0084740009.csv.gz	103078984	csv	f3d38ad07bcc52f359f368d11132b082	C3N-00645.T	202234380094_R01C01_Red.idat	202234380094_R01C01_Grn.idat	tumor	032092fa-2903-4cad-ac41-36052ca364b9	efc131c6-2329-4a6a-9605-a5cc25d640e6
C3N-00646	CCRCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00646.T.CPT0081990006.csv.gz	103266764	csv	bdcaf272e9281a3648bb488c1a02c8f4	C3N-00646.T	202184900111_R08C01_Red.idat	202184900111_R08C01_Grn.idat	tumor	3e36a198-fe37-420a-8db3-85c47f6edeea	618149c4-73cf-4741-8f97-94c76712edc4
C3N-00646	CCRCC	Methylation_Array	v1.1	20201217	Y3	/CPTAC3.Y3_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation.CCRCC_ITH_20201217/C3N-00646.T.CPT0081970009.csv.gz	103013543	csv	d88a9a933d4894a265f1aaaabcd0bff3	C3N-00646.T	204372030087_R01C01_Red.idat	204372030087_R01C01_Grn.idat	tumor	bc5eb53e-19b0-4e15-b881-894da8df7efd	3f491707-af8b-492f-86ef-ee19e4d2e851
C3N-00646	CCRCC	Methylation_Array	v1.1	20201217	Y3	/CPTAC3.Y3_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation.CCRCC_ITH_20201217/C3N-00646.T.CPT0081980008.csv.gz	103009274	csv	502c9053a083d69fbe581deb4a6b7e5b	C3N-00646.T	204372030023_R01C01_Red.idat	204372030023_R01C01_Grn.idat	tumor	842f8742-31bb-4626-95f5-fd60711a85e2	87c1ec50-0cf1-4dd8-827c-a224101e3eac
C3N-00646	CCRCC	Methylation_Array	v1.1	20201217	Y3	/CPTAC3.Y3_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation.CCRCC_ITH_20201217/C3N-00646.T.CPT0082000009.csv.gz	103022567	csv	1341ae768d3e4f5912647e96ded434ab	C3N-00646.T	204367470124_R02C01_Red.idat	204367470124_R02C01_Grn.idat	tumor	9c885e48-c8a0-4c8c-9f67-898f256a2578	37b8b01b-8c19-4995-a162-6b8be926e7c9
C3N-00647	CCRCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00647.T.CPT0210400010.csv.gz	103244834	csv	1e623a4d3ca3b6b0d7e231b7d74dd687	C3N-00647.T	203219760074_R07C01_Red.idat	203219760074_R07C01_Grn.idat	tumor	cbd595f1-3f6e-475e-a544-2e8166219384	89f22404-d3e9-47d9-a9e3-5e47cea0a2f3
C3N-00661	GBM	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00661.T.CPT0087570009.csv.gz	103203167	csv	4a1173ac1ea06c7a495bea863063f039	C3N-00661.T	202234380062_R01C01_Red.idat	202234380062_R01C01_Grn.idat	tumor	b78c7cc4-0500-44d1-9a19-09aaea5725a6	f13b13cf-7bf6-42ad-97d1-7d4aa3f83c92
C3N-00662	GBM	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00662.T.CPT0087680009.csv.gz	95700224	csv	d38d0e1953873e3318ebed318c1bc956	C3N-00662.T	202234370086_R02C01_Red.idat	202234370086_R02C01_Grn.idat	tumor	dc44ddb8-e508-4720-8d67-c4155833f906	8d0ee2e0-05d5-44b0-bd72-7207de10b9e7
C3N-00663	GBM	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00663.T.CPT0087730009.csv.gz	103201195	csv	43f02eb32fd6eb32d052afc354585de1	C3N-00663.T	202234380061_R05C01_Red.idat	202234380061_R05C01_Grn.idat	tumor	5087c974-a7f4-44c9-be1e-da7cceef3762	56b09a64-c242-422d-8f37-f3ba240ad38f
C3N-00665	GBM	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00665.T.CPT0093360009.csv.gz	103217880	csv	a06baedbfc9269a79d989cf28948a64d	C3N-00665.T	202234380099_R05C01_Red.idat	202234380099_R05C01_Grn.idat	tumor	770d53c5-7f67-4778-9a2f-65676dde5ba1	855982e3-5856-4a29-bc70-28f8dbbc7bb3
C3N-00704	LUAD	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00704.T.CPT0055100010.csv.gz	103245576	csv	357d3699e3b716235049542bc7fd5c9c	C3N-00704.T	202178770100_R08C01_Red.idat	202178770100_R08C01_Grn.idat	tumor	0998b752-5a40-4c98-b761-76a3be029adf	0f140af5-499e-460f-a4ad-d175749f611b
C3N-00709	PDA	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00709.T.CPT0203850007.csv.gz	95372176	csv	4eb1beea12b3ffe1436d7c4e8f50eee3	C3N-00709.T	203273630048_R01C01_Red.idat	203273630048_R01C01_Grn.idat	tumor	c1309361-ff17-40df-9d2c-807dc4d1632d	22de5739-70ee-4c83-a707-3c6e48655762
C3N-00715	CCRCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00715.T.CPT0203930006.csv.gz	103230788	csv	95da4396998e9c88fb3fbdb363099e33	C3N-00715.T	203219670106_R08C01_Red.idat	203219670106_R08C01_Grn.idat	tumor	d90c900c-8827-4451-80b8-9cb79c9d59ce	436287eb-0e22-4ed1-abc8-65eeb727898e
C3N-00721	CCRCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00721.T.CPT0204010006.csv.gz	103253445	csv	b99bfdad6e1d52e23b24d1b83f55693c	C3N-00721.T	203219640160_R07C01_Red.idat	203219640160_R07C01_Grn.idat	tumor	370e04cb-d20a-4bd3-a5ee-0af580e6140d	1059fb2d-caa2-4cfe-8189-5bc378f783b5
C3N-00729	UCEC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00729.T.CPT0064930010.csv.gz	103274036	csv	dc4018f7a2cbaaf4dc52f3d14c5c1da5	C3N-00729.T	202178770109_R05C01_Red.idat	202178770109_R05C01_Grn.idat	tumor	c9ea8353-5f69-4bad-8403-a7f2cd5a335f	18bcfd75-18e7-4ae4-88b8-c4e4007f224c
C3N-00732	UCEC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00732.T.CPT0089600009.csv.gz	103190773	csv	4c1b7aa1edc4b26ff465111d7fc4df60	C3N-00732.T	202234380051_R03C01_Red.idat	202234380051_R03C01_Grn.idat	tumor	94a9b522-7da1-4ab0-8885-38791f88fc9f	a268263b-71e2-4f55-be19-5f02215cb807
C3N-00733	CCRCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00733.A.CPT0025920009.csv.gz	103239099	csv	d660af1fb413bd37faab0735f6b1b07c	C3N-00733.A	203027380024_R05C01_Red.idat	203027380024_R05C01_Grn.idat	tissue_normal	926e4e40-91d5-4034-95c7-46bf906f421f	8989635e-ce61-4b14-bbf7-5221e0901d19
C3N-00733	CCRCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00733.T.CPT0025880009.csv.gz	103276580	csv	5fe8571a7dd683ee875927198d1a54c2	C3N-00733.T	202178770100_R02C01_Red.idat	202178770100_R02C01_Grn.idat	tumor	ce9e0c16-3f6c-4b49-a55e-18103148317f	219e2b7e-0c3e-4f46-9f3e-39e32e2b34a4
C3N-00733	CCRCC	Methylation_Array	v1.1	20201217	Y3	/CPTAC3.Y3_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation.CCRCC_ITH_20201217/C3N-00733.T.CPT0025890012.csv.gz	103032835	csv	d13e07a6bca1ef77d2dc5ff32ab7d591	C3N-00733.T	204372030087_R04C01_Red.idat	204372030087_R04C01_Grn.idat	tumor	62ca4ef9-6d20-42e3-9721-16f092172713	1889f376-da83-4273-9711-0857716ff931
C3N-00733	CCRCC	Methylation_Array	v1.1	20201217	Y3	/CPTAC3.Y3_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation.CCRCC_ITH_20201217/C3N-00733.T.CPT0025900009.csv.gz	103006210	csv	6b167da5825c70a4da2c2533f3812af8	C3N-00733.T	204367490056_R01C01_Red.idat	204367490056_R01C01_Grn.idat	tumor	b918e3bb-530d-4893-b906-a16d7e529799	b43fac2a-3838-4f2c-8516-b93c5a2d472c
C3N-00734	UCEC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00734.T.CPT0026030010.csv.gz	103262297	csv	58cc8219747fb94e6ad00169cf6200a5	C3N-00734.T	202178770083_R01C01_Red.idat	202178770083_R01C01_Grn.idat	tumor	0b6317cf-1057-479b-80d8-89a9c2b8a988	ec216333-38e0-450c-80a1-4e772ff8c366
C3N-00737	LUAD	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00737.A.CPT0090200008.csv.gz	103039456	csv	5fe051204b3601e78f3bb532b3c88b4b	C3N-00737.A	203027390105_R02C01_Red.idat	203027390105_R02C01_Grn.idat	tissue_normal	be4179c6-f5d6-4fcf-8123-0477321f52bf	7be69897-5c56-487e-b584-6b37a583b3a6
C3N-00737	LUAD	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00737.T.CPT0090170010.csv.gz	103227753	csv	367d2c76858b541a70602ccea7df3159	C3N-00737.T	202234380062_R03C01_Red.idat	202234380062_R03C01_Grn.idat	tumor	f5dea8c1-18b8-419a-b670-4c0c1dbd2b5e	b5f38a69-2957-455e-bf33-ab48402cafdb
C3N-00738	LUAD	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00738.A.CPT0112080009.csv.gz	99698514	csv	ee7dbabe86469d4e2ac950ed4f23f090	C3N-00738.A	203028200104_R04C01_Red.idat	203028200104_R04C01_Grn.idat	tissue_normal	1dc9dd5b-03e1-4455-819a-262846683059	d698d456-1bb2-45d6-8fb8-ad0defd06f10
C3N-00738	LUAD	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00738.T.CPT0112060009.csv.gz	103142161	csv	58ca4a28c7ab14b196214b944ec97037	C3N-00738.T	202234380061_R01C01_Red.idat	202234380061_R01C01_Grn.idat	tumor	35de26ce-50a7-4ed9-aa17-52d099634bed	f87a6472-ced1-49ec-8afb-0e9635927e31
C3N-00743	UCEC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00743.T.CPT0062940009.csv.gz	103282274	csv	d3c25bd01b09e89cbee71bb689c9c3c1	C3N-00743.T	202163550072_R07C01_Red.idat	202163550072_R07C01_Grn.idat	tumor	3da68fa3-5b1b-4583-8f80-638bb2adcf39	86956549-3c21-4c29-9247-208b2af450eb
C3N-00750	UCEC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00750.T.CPT0265110006.csv.gz	103289112	csv	752fc1fd2418704bc426cb084d29486f	C3N-00750.T	203561620132_R06C01_Red.idat	203561620132_R06C01_Grn.idat	tumor	c0ea9fc7-b9e0-45bd-80f1-f645b5fbed31	74beaa0b-dea9-4895-be9f-d6826ea6b6ce
C3N-00753	UCEC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00753.T.CPT0129640006.csv.gz	103238318	csv	1438b40957fd7d3a6e020e659553c669	C3N-00753.T	203220070100_R06C01_Red.idat	203220070100_R06C01_Grn.idat	tumor	68f56008-9831-4ee1-be18-b7e30d3452e6	f3dd98e5-8ded-4692-86c8-c3d88e8258fc
C3N-00755	UCEC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00755.T.CPT0129520007.csv.gz	103262008	csv	3c92b2cb8b2489527154183bda36a747	C3N-00755.T	203219670180_R08C01_Red.idat	203219670180_R08C01_Grn.idat	tumor	8f12137a-9c0c-4cc3-bf37-23851c93e4c8	d933123c-2017-439f-80df-e036bb62e1d0
C3N-00822	HNSCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00822.T.CPT0087820009.csv.gz	103229575	csv	4c3ab65e822063ef0ae61ca13801261c	C3N-00822.T	202234370120_R05C01_Red.idat	202234370120_R05C01_Grn.idat	tumor	a87018cc-0e3d-4281-a1fb-8ef1879e809e	e997b289-2512-4644-9c3b-7fcd56addb6a
C3N-00825	HNSCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00825.T.CPT0094280010.csv.gz	95925518	csv	f690d50b37d386d6a863fa7fd72fadf8	C3N-00825.T	202234380094_R04C01_Red.idat	202234380094_R04C01_Grn.idat	tumor	b40da398-b2e2-4441-8512-3f29806a22de	e557e369-ed7a-4f8a-8353-5583ae455f7f
C3N-00828	HNSCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00828.T.CPT0013130009.csv.gz	103289525	csv	c730bcb3ebcba82155c2eb39e69ab844	C3N-00828.T	202178770143_R06C01_Red.idat	202178770143_R06C01_Grn.idat	tumor	f74a1906-54fb-4e7d-8c98-b32324a42596	cc44f42e-acfb-4f61-8043-b1158d75271b
C3N-00829	HNSCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00829.T.CPT0013210010.csv.gz	103189841	csv	bc9f7f191129d1097ea939b8830513d5	C3N-00829.T	202234380064_R07C01_Red.idat	202234380064_R07C01_Grn.idat	tumor	4eb4f13f-f088-446d-9263-b840011ad315	8e821756-58b4-4452-a7cd-e1dde4297f68
C3N-00831	CCRCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00831.T.CPT0089020009.csv.gz	103286300	csv	2af2e5d0f66b135834883e61fc059f51	C3N-00831.T	202176300001_R02C01_Red.idat	202176300001_R02C01_Grn.idat	tumor	810625c5-c63e-48ff-9b5f-59c4e6f3959a	26b20a3e-4688-4f1c-bd86-f80fbe144db4
C3N-00832	CCRCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00832.T.CPT0078800009.csv.gz	103255830	csv	d885d3c83e05203a1f3f408158a232aa	C3N-00832.T	202184900128_R05C01_Red.idat	202184900128_R05C01_Grn.idat	tumor	6d52999c-e49f-49e7-9f83-4769cfef44fb	8086ab35-1a04-44cf-944d-d69c91c6c9a2
C3N-00834	CCRCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00834.T.CPT0078830009.csv.gz	103268460	csv	fa9ec951b2d3c7befb36224efa89c9c6	C3N-00834.T	202184900149_R05C01_Red.idat	202184900149_R05C01_Grn.idat	tumor	5fac4d37-3e2f-482b-9589-292f1f6244bc	88a9644e-7525-4f3d-843f-e7e042651935
C3N-00836	UCEC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00836.T.CPT0023810009.csv.gz	103266975	csv	e4cc8bfe3b9fea223674939d6597e17c	C3N-00836.T	202184900110_R02C01_Red.idat	202184900110_R02C01_Grn.idat	tumor	09229c28-8d71-4727-acdb-c89b1de5294b	71202e49-a728-4716-986c-c2e28dfe9e1c
C3N-00839	LSCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00839.T.CPT0024970009.csv.gz	103282860	csv	ecba23c8855943a8dab8158429057d40	C3N-00839.T	202163530120_R06C01_Red.idat	202163530120_R06C01_Grn.idat	tumor	9e340afb-246b-4d85-8f49-902d4e043893	669278c7-93d4-4d55-82af-849816a5f965
C3N-00843	SAR	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/SAR/CPTAC3_SAR_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00843.T.CPT0023990009.csv.gz	103289182	csv	e367a82f7041d93b8b3d11a0add65360	C3N-00843.T	202176290095_R03C01_Red.idat	202176290095_R03C01_Grn.idat	tumor	15c43954-534e-4e46-a29c-54e83532a9f4	1f955b65-f089-4b43-92dd-c971b075c9f8
C3N-00846	HNSCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00846.T.CPT0024810009.csv.gz	103273399	csv	3588b1e060b1e35902116f5db54fc6e4	C3N-00846.T	202163550007_R06C01_Red.idat	202163550007_R06C01_Grn.idat	tumor	521139dd-4ea1-4183-93d6-1b5464ce7831	c83e5b0f-84fd-4e33-8438-042ae10cb3f8
C3N-00847	UCEC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00847.T.CPT0027650009.csv.gz	103247866	csv	698ccee5cfedfbfe8625fa035b32decf	C3N-00847.T	202163550007_R01C01_Red.idat	202163550007_R01C01_Grn.idat	tumor	e1e3c058-93fc-48b8-822d-e64a9a3b0bdf	96035dac-b1dd-442c-9170-34a862fee567
C3N-00848	UCEC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00848.T.CPT0024130009.csv.gz	103266448	csv	2f70911d616b4bcf5cc14bbdf57faafd	C3N-00848.T	202163530120_R01C01_Red.idat	202163530120_R01C01_Grn.idat	tumor	76cd33f5-1a66-42c0-8d91-9e7ed7304b26	7f768be5-1826-4b03-a34f-1be8dadd5d05
C3N-00850	UCEC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00850.T.CPT0027810009.csv.gz	103263517	csv	d10769c1137df2b4595a74c9bb7a3613	C3N-00850.T	202184900128_R02C01_Red.idat	202184900128_R02C01_Grn.idat	tumor	6e226ee9-5e52-4e65-8e76-c808313aac63	959344c3-caae-4445-af34-eddc6b06123f
C3N-00852	CCRCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00852.A.CPT0024680009.csv.gz	103236401	csv	f6dc638826f457a24993964f9ce716e9	C3N-00852.A	203027380024_R01C01_Red.idat	203027380024_R01C01_Grn.idat	tissue_normal	dc64a0a2-277f-4f0f-beaa-aaac6bbd40ce	c455d9b4-e27f-430d-953e-ab94527dea9a
C3N-00852	CCRCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00852.T.CPT0024670009.csv.gz	103266052	csv	d08de9d7460010e1c7fdb74d1b758585	C3N-00852.T	202176290147_R01C01_Red.idat	202176290147_R01C01_Grn.idat	tumor	1bacbb16-3eb6-4dbb-a247-5e9dc90b6d10	debb3bd8-aca6-411a-a4b8-c07a3d8c1526
C3N-00852	CCRCC	Methylation_Array	v1.1	20201217	Y3	/CPTAC3.Y3_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation.CCRCC_ITH_20201217/C3N-00852.T.CPT0024650012.csv.gz	103004331	csv	0f01dd814329f603165ac520f5c4a56e	C3N-00852.T	204367400087_R02C01_Red.idat	204367400087_R02C01_Grn.idat	tumor	34890c0e-b83c-4186-8578-6ffebdc412c7	ca0bb472-0422-4b69-bbac-951412dbea0d
C3N-00852	CCRCC	Methylation_Array	v1.1	20201217	Y3	/CPTAC3.Y3_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation.CCRCC_ITH_20201217/C3N-00852.T.CPT0024660012.csv.gz	103015040	csv	ae533c5e56340cf51d72bf63016c0af9	C3N-00852.T	204372030071_R07C01_Red.idat	204372030071_R07C01_Grn.idat	tumor	43a39ed0-5b25-4b17-905e-e2a0fe895455	cc503702-9b12-481f-909e-43c448745025
C3N-00853	SAR	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/SAR/CPTAC3_SAR_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00853.T.CPT0024290009.csv.gz	103264876	csv	8906521241913950a356d429a6fc95f3	C3N-00853.T	202176300111_R01C01_Red.idat	202176300111_R01C01_Grn.idat	tumor	becad6d7-3b06-4451-a4d1-774f1fa8273f	319f7bb4-4650-4ead-a211-07ae9674fbae
C3N-00855	SAR	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/SAR/CPTAC3_SAR_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00855.T.CPT0024430009.csv.gz	103285777	csv	fe552d9b7fd3f2a9dd6557edb37d42b7	C3N-00855.T	202163530118_R06C01_Red.idat	202163530118_R06C01_Grn.idat	tumor	fb3de5ee-e929-4bdb-8a5c-01d8a759cc3d	13132170-1736-4f37-b390-f616832439b1
C3N-00857	HNSCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00857.T.CPT0094350010.csv.gz	103229760	csv	58bc9cc0ae35e864b5e8b4420b2a21c9	C3N-00857.T	202234380099_R06C01_Red.idat	202234380099_R06C01_Grn.idat	tumor	d0f6f6a1-4520-41bf-9dd8-ebd5e8743fc7	59d880f1-2082-46af-a4c6-7eb51925d43f
C3N-00858	UCEC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00858.T.CPT0078320010.csv.gz	103272735	csv	d2379bedb1b84664d4c87c159012ad9b	C3N-00858.T	202184900110_R03C01_Red.idat	202184900110_R03C01_Grn.idat	tumor	2e5a092f-0adc-4e78-93a0-04931595eafb	347e5dec-da9c-4d46-82fc-199ca59aa347
C3N-00859	UCEC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00859.T.CPT0116010007.csv.gz	103272304	csv	a8d15b4847e066490a37f648c15ca16b	C3N-00859.T	203219650100_R07C01_Red.idat	203219650100_R07C01_Grn.idat	tumor	67cd971b-833d-4916-8747-7e4932cef653	2cfef16b-7b91-4d5a-9d4d-7200c6e9c605
C3N-00860	UCEC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00860.T.CPT0116140007.csv.gz	103233953	csv	c83c4d2cfcc857a3ca38c01761b8cd73	C3N-00860.T	203219650174_R07C01_Red.idat	203219650174_R07C01_Grn.idat	tumor	69cb4b8c-1aa4-4e4b-962e-99678215590f	a78e64fa-8792-429d-b06b-55e89d67861e
C3N-00866	UCEC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00866.T.CPT0063090009.csv.gz	103271706	csv	f0381f07c41448f43a73f56dab759fa1	C3N-00866.T	202178770100_R07C01_Red.idat	202178770100_R07C01_Grn.idat	tumor	3a00c09a-de7b-48b3-8ee0-3f4dc55702ee	869fece6-88d8-4f53-9129-5485d470e62f
C3N-00871	HNSCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00871.T.CPT0094420010.csv.gz	95554056	csv	d0295db7fa203936db565cb10e5eecaa	C3N-00871.T	202234360029_R04C01_Red.idat	202234360029_R04C01_Grn.idat	tumor	48411d64-8284-44a7-ac85-578b3b185d9a	704f0f19-3d38-4e47-983f-8c0e3bd0b66c
C3N-00872	UCEC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3N-00872.T.CPT0116250007.csv.gz	103204939	csv	92fbf67e4a2148ea7cfa18a6a48c0578	C3N-00872.T	203219650157_R07C01_Red.idat	203219650157_R07C01_Grn.idat	tumor	a73a0461-425f-48b0-9bb0-a973ca89bfc7	8d783fe3-f5cd-4a2b-a253-bd0e87b6f2ad
