# case	disease	pipeline_name	pipeline_version	timestamp	C3Y	DCC_path	filesize	file_format	md5sum	Sample Type	Sample_Name_Seq_R1	UUID1_R1	Sample_Name_Seq_R2	UUID_R2
C3N-01368	GBM	RNA-Seq_Transcript	v1	20190426	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b1_20190426/C3N-01368_tumor.transcripts.gtf.gz	20953307	gtf	ff5cc3ea2fc9b371c2985f4c05abb852	tumor	C3N-01368.RNA-Seq.R1.T	f630fa32-ae23-4686-a8ae-a15d6db483cd	C3N-01368.RNA-Seq.R2.T	46c53c9c-5e19-4deb-ac15-14e198cb6031
C3N-01369	GBM	RNA-Seq_Transcript	v1	20190426	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b1_20190426/C3N-01369_tumor.transcripts.gtf.gz	19352700	gtf	cf2d8b83352c7d1fce1a5796b9de323b	tumor	C3N-01369.RNA-Seq.R1.T	3ef18597-3dc6-4368-9843-ca003ca75acf	C3N-01369.RNA-Seq.R2.T	3e35295e-8294-4252-9d2b-be82bacc86ba
C3N-01370_tumor	GBM	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3N-01370_tumor.transcripts.gtf.gz	22198945	gtf	0d795fdcdfd3496d90c402a7cd759f5e	tumor	C3N-01370.RNA-Seq.R1.T	30e3bb3f-f64e-4dea-9f91-c2141c2b7f97	C3N-01370.RNA-Seq.R2.T	36aa4bd1-5ed0-4eb1-9900-24be2f2f57f0
C3N-01375_tumor	PDA	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3N-01375_tumor.transcripts.gtf.gz	21205059	gtf	93c71a9cbeeb3af2424246900aa3d049	tumor	C3N-01375.RNA-Seq.R1.T	d647436f-5e41-4bef-a100-5c5cf00a282d	C3N-01375.RNA-Seq.R2.T	33825407-09bb-4634-9037-685c0f893fc2
C3N-01378_tumor	PDA	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3N-01378_tumor.transcripts.gtf.gz	21025039	gtf	f56b04eeafc443e1a42f3cdbe4255f9c	tumor	C3N-01378.RNA-Seq.R1.T	1f3641e2-c34d-4144-b61d-c5fa1b09ac2d	C3N-01378.RNA-Seq.R2.T	1c52e376-7d8a-42f4-b736-40f51042129f
C3N-01379_tumor	PDA	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3N-01379_tumor.transcripts.gtf.gz	22359993	gtf	4a4e2a0e810a0066529ce678646e9f90	tumor	C3N-01379.RNA-Seq.R1.T	d2df56fc-8a5f-4da4-989f-170e8a7f9c94	C3N-01379.RNA-Seq.R2.T	480f8010-a045-4fec-93c9-3080eb0acc86
C3N-01380_tumor	PDA	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3N-01380_tumor.transcripts.gtf.gz	23064890	gtf	9186beacdcb703411d1feed3787581fb	tumor	C3N-01380.RNA-Seq.R1.T	ec0d2575-8b7c-4b7d-8e89-a472ee28eec6	C3N-01380.RNA-Seq.R2.T	d6de1c45-d582-4677-abf6-3fe7ec0101db
C3N-01381_tumor	PDA	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3N-01381_tumor.transcripts.gtf.gz	21588999	gtf	377a80a22d40de7475912d4298f63106	tumor	C3N-01381.RNA-Seq.R1.T	3d2f71c7-ee5c-4048-8b56-aa90f92ec9f3	C3N-01381.RNA-Seq.R2.T	a83cfe92-7f82-4fac-8815-11c49562e59d
C3N-01382_tumor	PDA	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3N-01382_tumor.transcripts.gtf.gz	20033512	gtf	8687a4e7acec8bcc2d65c1ba42cb6a33	tumor	C3N-01382.RNA-Seq.R1.T	7f004367-61a4-4947-b979-d566027ccff3	C3N-01382.RNA-Seq.R2.T	dc54c3f6-54c2-42ec-bea0-2faa46a88684
C3N-01383_tumor	PDA	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3N-01383_tumor.transcripts.gtf.gz	20444647	gtf	6e7967ac3cf4900d4704f3d07a5ae073	tumor	C3N-01383.RNA-Seq.R1.T	4aafb23a-721d-4b1e-8870-b7720430d5b4	C3N-01383.RNA-Seq.R2.T	20ee2a89-2e2a-4d7e-8720-aea154e103ee
C3N-01388_tumor	PDA	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3N-01388_tumor.transcripts.gtf.gz	21248695	gtf	d3cef51d5c71ae427babfbf4859e9161	tumor	C3N-01388.RNA-Seq.R1.T	d6d68e19-e2e3-4034-9028-33b91eb7b2e6	C3N-01388.RNA-Seq.R2.T	1f860ad4-f10d-4483-b625-33ef1a384b81
C3N-01389_tumor	PDA	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3N-01389_tumor.transcripts.gtf.gz	21583415	gtf	891172e6a83933575b5249d9f9464020	tumor	C3N-01389.RNA-Seq.R1.T	58d1f578-81ac-4d30-8b4e-1e2ed7fe3286	C3N-01389.RNA-Seq.R2.T	59305e62-652d-43b6-85d4-b235093e3881
C3N-01408	LUAD	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01408_tissue_normal.transcripts.gtf.gz	20230748	gtf	b20ad36a28a0c4d8913c000dcbcc309f	tissue_normal	C3N-01408.RNA-Seq.R1.A	8107b741-856d-4059-8828-25dd1e390023	C3N-01408.RNA-Seq.R2.A	f8af9707-18ab-4e41-8b15-71ab514b1e74
C3N-01408	LUAD	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01408_tumor.transcripts.gtf.gz	20055613	gtf	55da1a434709d957d5a67f051a2d3355	tumor	C3N-01408.RNA-Seq.R1.T	f0b0aa2f-6e3c-45b0-a788-c2a4328e4f37	C3N-01408.RNA-Seq.R2.T	d276bb1c-9658-44dc-b7d2-2574c633cd26
C3N-01409	LUAD	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01409_tissue_normal.transcripts.gtf.gz	21621454	gtf	caa42f2f7612a4549ed400ffbf50d3c8	tissue_normal	C3N-01409.RNA-Seq.R1.A	7d9f260e-66c4-4814-b0ee-9a56a6cc04ef	C3N-01409.RNA-Seq.R2.A	94f92a10-1308-4460-89ec-2981c175823d
C3N-01409	LUAD	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01409_tumor.transcripts.gtf.gz	21380703	gtf	0725030ebb80ad106a8bbe09b95899d4	tumor	C3N-01409.RNA-Seq.R1.T	05c1b6aa-d224-4fc3-acfb-961bcaa7de92	C3N-01409.RNA-Seq.R2.T	fcec88ed-9ac7-4209-8a47-c2ee075b0f8e
C3N-01411	LSCC	RNA-Seq_Transcript	v1	20190426	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b1_20190426/C3N-01411_tissue_normal.transcripts.gtf.gz	20563864	gtf	9834895e4bfbb344c718e671289104f9	tissue_normal	C3N-01411.RNA-Seq.R1.A	8e181985-87cf-4b03-b1a6-7d2085de9f2d	C3N-01411.RNA-Seq.R2.A	feb66235-feef-4091-903c-8af81d459d17
C3N-01411	LSCC	RNA-Seq_Transcript	v1	20190426	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b1_20190426/C3N-01411_tumor.transcripts.gtf.gz	19842185	gtf	7cca50a3ed8ae6e88b022bd593aaf4e7	tumor	C3N-01411.RNA-Seq.R1.T	e87055d9-f513-4b8a-b7d2-41429c116627	C3N-01411.RNA-Seq.R2.T	4a4c8e39-00b2-4a7f-987c-73eb1561e681
C3N-01417	LUAD	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01417_tissue_normal.transcripts.gtf.gz	21310474	gtf	639fd0db05ff4d8ed9c3486a55390bbd	tissue_normal	C3N-01417.RNA-Seq.R1.A	59e1bd20-c638-42b1-8ff6-995edca4f72c	C3N-01417.RNA-Seq.R2.A	3d3ee85a-d7f1-4b95-87a1-3baa528db7ee
C3N-01417	LUAD	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01417_tumor.transcripts.gtf.gz	20054621	gtf	deee8a055712c955179e94d8362864ea	tumor	C3N-01417.RNA-Seq.R1.T	39f8264a-bf45-44f2-9738-dc1f5c03b7c3	C3N-01417.RNA-Seq.R2.T	a30ace3b-f582-4852-b0ff-3611c721fa18
C3N-01419	LUAD	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01419_tissue_normal.transcripts.gtf.gz	18783764	gtf	3d8ea80b68cf875cf919e434498a45fd	tissue_normal	C3N-01419.RNA-Seq.R1.A	23eda113-eb10-478b-81a6-a150dad44e0f	C3N-01419.RNA-Seq.R2.A	a11b9459-305f-4346-ab6b-ff251558b79b
C3N-01419	LUAD	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01419_tumor.transcripts.gtf.gz	18492246	gtf	84566e2a5631ec3017f5b43428f4b8c8	tumor	C3N-01419.RNA-Seq.R1.T	22f0219a-0e25-4215-847f-7fb87cf8f00c	C3N-01419.RNA-Seq.R2.T	800d2b72-c4e3-42b9-b976-bf3216ff2412
C3N-01502_tumor	PDA	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3N-01502_tumor.transcripts.gtf.gz	20607669	gtf	78a523a68306d66ae4a4894c6b2c9c5c	tumor	C3N-01502.RNA-Seq.R1.T	1160e253-5400-4f77-8e84-f6dfe6176fad	C3N-01502.RNA-Seq.R2.T	0e8256ed-01e1-4440-88c0-68a96bb0e4a4
C3N-01505	GBM	RNA-Seq_Transcript	v1	20190426	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b1_20190426/C3N-01505_tumor.transcripts.gtf.gz	21473530	gtf	b95ad55a28bd538e053af76cebd97d55	tumor	C3N-01505.RNA-Seq.R1.T	ae912b64-4bdb-4a13-8b73-87bb12c0b91d	C3N-01505.RNA-Seq.R2.T	e6967824-e7b5-4e93-b0d9-d83a178cb330
C3N-01515	GBM	RNA-Seq_Transcript	v1	20190426	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b1_20190426/C3N-01515_tumor.transcripts.gtf.gz	22270255	gtf	d74655637298517da859234e5ed9f4f1	tumor	C3N-01515.RNA-Seq.R1.T	4af57b23-c496-487d-868a-0c09c5e20ea4	C3N-01515.RNA-Seq.R2.T	da0a144a-f03c-46e9-b35c-14b0b1a9a40c
C3N-01517	GBM	RNA-Seq_Transcript	v1	20190426	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b1_20190426/C3N-01517_tumor.transcripts.gtf.gz	19974182	gtf	c4740ae964ecad62a4358f68d1f8f70c	tumor	C3N-01517.RNA-Seq.R1.T	6a90c04b-6626-4980-82b7-ecbd0efbbedf	C3N-01517.RNA-Seq.R2.T	0cad2950-450a-41ad-9c84-42c8a152b18d
C3N-01518	GBM	RNA-Seq_Transcript	v1	20190426	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b1_20190426/C3N-01518_tumor.transcripts.gtf.gz	22551627	gtf	e2851f6b23c81228989c730f8a392230	tumor	C3N-01518.RNA-Seq.R1.T	b2aafa3a-4775-467c-80bd-ab1e0fb066cd	C3N-01518.RNA-Seq.R2.T	172af382-b92b-46ec-a3a0-e64df197f327
C3N-01525_tissue_normal	UCEC	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3N-01525_tissue_normal.transcripts.gtf.gz	19416128	gtf	49a56a915d7d796edbc5ce4544deef2e	tissue_normal	C3N-01525.RNA-Seq.R1.A	60d4d2d6-e06e-4e47-8114-072fabb42fd6	C3N-01525.RNA-Seq.R2.A	b1878470-eeb5-4cd8-b802-ee18ced97730
C3N-01525_tumor	UCEC	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3N-01525_tumor.transcripts.gtf.gz	22155341	gtf	88cfc7b203870a37283a2e05504e6bc3	tumor	C3N-01525.RNA-Seq.R1.T	ea3cf705-6b2f-4777-8911-7348e171ab00	C3N-01525.RNA-Seq.R2.T	8a9c0d57-959d-4c5f-b922-750d72b0c8d5
C3N-01526_tissue_normal	UCEC	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3N-01526_tissue_normal.transcripts.gtf.gz	18718945	gtf	f3dcd9021ca82c31a7581171b0a4f171	tissue_normal	C3N-01526.RNA-Seq.R1.A	0c29467b-acde-475c-a5ff-55a1d8dac7ea	C3N-01526.RNA-Seq.R2.A	00710e15-20d7-48b0-a6dd-3d43506fdd63
C3N-01526_tumor	UCEC	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3N-01526_tumor.transcripts.gtf.gz	21427703	gtf	f16a45bd51761da4fe0f355c0d3b0435	tumor	C3N-01526.RNA-Seq.R1.T	8578f4e1-2cd8-485a-802a-4bc4c087ba62	C3N-01526.RNA-Seq.R2.T	c2f960a7-f449-4c54-a4b4-1d25e49ed1f2
C3N-01529_tumor	UCEC	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3N-01529_tumor.transcripts.gtf.gz	20750227	gtf	ed7ec0ccffbe78e75c84649a867d519b	tumor	C3N-01529.RNA-Seq.R1.T	0e6df3cf-f883-4b5f-9d7b-2bc837a601d6	C3N-01529.RNA-Seq.R2.T	0ca2762c-1af8-4387-8b4a-1b32e58a6430
C3N-01536	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01536_tissue_normal.transcripts.gtf.gz	20635735	gtf	f5714126c8e7dfa23c98b3ec69c92254	tissue_normal	C3N-01536.RNA-Seq.R1.A	e38cbc47-698a-4200-9052-204aee3e99a8	C3N-01536.RNA-Seq.R2.A	20864a46-7a3d-41f5-a606-e64ba2bd50f8
C3N-01536	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01536_tumor.transcripts.gtf.gz	22325209	gtf	a5abd40c4b6b36d8218ff8cf0ff49e7f	tumor	C3N-01536.RNA-Seq.R1.T	660e64b7-4317-4354-bd0d-940ab05c3cdf	C3N-01536.RNA-Seq.R2.T	92e4b3b1-36db-464a-9351-b029e2fc459a
C3N-01620	HNSCC	RNA-Seq_Transcript	v1	20190426	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b1_20190426/C3N-01620_tumor.transcripts.gtf.gz	20911354	gtf	08120b59617a012296fa6dea26e3328a	tumor	C3N-01620.RNA-Seq.R1.T	101fbac5-f118-4d4f-85c2-b8973eab7003	C3N-01620.RNA-Seq.R2.T	d2b324b1-0971-4ea9-a765-0c493db0de32
C3N-01643	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01643_tumor.transcripts.gtf.gz	18530258	gtf	ff153a224bdb151cea92bd65153aff1c	tumor	C3N-01643.RNA-Seq.R1.T	5787ea66-4b29-4c37-9164-f9ded1ab6a6c	C3N-01643.RNA-Seq.R2.T	c6259c4e-6ad1-4843-bc1b-48fbe4ff210d
C3N-01645	HNSCC	RNA-Seq_Transcript	v1	20190426	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b1_20190426/C3N-01645_tissue_normal.transcripts.gtf.gz	20524102	gtf	c9e6500c3a1f524c20006970e01b28c1	tissue_normal	C3N-01645.RNA-Seq.R1.A	2db2fa96-3234-4ad2-b8e7-b85dba4b294d	C3N-01645.RNA-Seq.R2.A	b987f708-c205-4346-a37f-1ff39f9cbacc
C3N-01645	HNSCC	RNA-Seq_Transcript	v1	20190426	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b1_20190426/C3N-01645_tumor.transcripts.gtf.gz	21622023	gtf	35f99c81b08c1af4a68c847abcd419f4	tumor	C3N-01645.RNA-Seq.R1.T	2048be25-a5d2-4f0a-bed9-ec4a2614235e	C3N-01645.RNA-Seq.R2.T	6a644c2f-2ff7-4afd-8668-943578a54d91
C3N-01654	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01654_tissue_normal.transcripts.gtf.gz	20663675	gtf	2920320918a8648c9cde66d1fffe8b70	tissue_normal	C3N-01654.RNA-Seq.R1.A	cd9b7976-9552-4d56-8eec-e2aef0bd44d1	C3N-01654.RNA-Seq.R2.A	cddf7d17-0b60-4be0-86db-425a55eb4d70
C3N-01654	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01654_tumor.transcripts.gtf.gz	21339691	gtf	00ad0ae42f8e27bc20ae6c0ea87863f5	tumor	C3N-01654.RNA-Seq.R1.T	127b6bff-8a3f-4776-b233-3b679dffa7b5	C3N-01654.RNA-Seq.R2.T	7fe4eb04-1599-4151-a606-a2556673c539
C3N-01655	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01655_tumor.transcripts.gtf.gz	19402457	gtf	f4e4978b8f664fd5348d68353990495b	tumor	C3N-01655.RNA-Seq.R1.T	5369b163-1443-4083-ac1e-600c06674076	C3N-01655.RNA-Seq.R2.T	0fb8225d-2d8b-418b-a40b-4a5179eb7772
C3N-01656	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01656_tissue_normal.transcripts.gtf.gz	21430941	gtf	6ca568b493eb83c56db2b7f535d9701c	tissue_normal	C3N-01656.RNA-Seq.R1.A	822128c8-b3a2-49dc-9fc8-a002956989b8	C3N-01656.RNA-Seq.R2.A	ffe292ba-1d26-4525-825b-44fae0804a9d
C3N-01656	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01656_tumor.transcripts.gtf.gz	21205133	gtf	86124d384c77f9bee9d645e97f05652d	tumor	C3N-01656.RNA-Seq.R1.T	510055c3-452b-4d66-9a51-9646fbd34c84	C3N-01656.RNA-Seq.R2.T	f49067a5-015e-468d-b0e3-85f583ce5309
C3N-01657	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01657_tumor.transcripts.gtf.gz	20799684	gtf	0d2cdec013a75c69b33a3acd0e6d11c5	tumor	C3N-01657.RNA-Seq.R1.T	155a088c-a883-4f0f-abe6-4101f436d139	C3N-01657.RNA-Seq.R2.T	924ba030-96b3-4a62-83e8-08586cfc53b9
C3N-01714_tumor	PDA	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3N-01714_tumor.transcripts.gtf.gz	21576914	gtf	57a2eb662d3255802f678d3df80ddd43	tumor	C3N-01714.RNA-Seq.R1.T	7c110bdf-1f85-4055-8c8f-256e4524c878	C3N-01714.RNA-Seq.R2.T	286e158d-1caf-43b2-86db-c11e373246b3
C3N-01715_tumor	PDA	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3N-01715_tumor.transcripts.gtf.gz	19922674	gtf	28db8f018c6d707e9b27a509bdc69e18	tumor	C3N-01715.RNA-Seq.R1.T	50bd8485-e402-4938-b53a-f194d3276492	C3N-01715.RNA-Seq.R2.T	2c7fbfea-a3f3-41a4-b5c4-5ec562ee4597
C3N-01716_tumor	PDA	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3N-01716_tumor.transcripts.gtf.gz	20723989	gtf	6c7976de33e8f024216621b212105bd3	tumor	C3N-01716.RNA-Seq.R1.T	f7fcf236-ffb2-45eb-a71c-1634ca49b8a9	C3N-01716.RNA-Seq.R2.T	7be2d14d-5e15-49a8-8ef7-e11a616c790d
C3N-01752	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01752_tumor.transcripts.gtf.gz	19779309	gtf	0e96b9a78f8d586860689cc8646777be	tumor	C3N-01752.RNA-Seq.R1.T	f6ca52a8-000d-43e0-87b2-f7707ab8347b	C3N-01752.RNA-Seq.R2.T	edaae8f5-877b-408e-8b20-2b104ac9ddbb
C3N-01754	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01754_tissue_normal.transcripts.gtf.gz	19362276	gtf	a9adcae27a9e5be7f0e389a8255bcff2	tissue_normal	C3N-01754.RNA-Seq.R1.A	d4cfe46e-ebcc-401f-a98b-739401e778aa	C3N-01754.RNA-Seq.R2.A	e93a68b4-767b-49b3-b6d8-939cec972089
C3N-01754	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01754_tumor.transcripts.gtf.gz	19017927	gtf	82b430e5d77d2ba91b77eed2fbc5b7ac	tumor	C3N-01754.RNA-Seq.R1.T	af97e771-a0cb-4a7d-896a-66e299b7eac2	C3N-01754.RNA-Seq.R2.T	8b7f9302-5656-4fe6-9a50-4d83225a59f5
C3N-01755	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01755_tumor.transcripts.gtf.gz	24214665	gtf	87ab7d2ceab2c7b1f8bdae57e762d913	tumor	C3N-01755.RNA-Seq.R1.T	fe2ef44e-d4b5-4119-843d-c7f4047f82ea	C3N-01755.RNA-Seq.R2.T	fd70ab7f-7652-400a-9222-1d3fec1fc580
C3N-01756	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01756_tissue_normal.transcripts.gtf.gz	20445331	gtf	3672c7bc05e382ad01dc74351dc2bab2	tissue_normal	C3N-01756.RNA-Seq.R1.A	59dd90d6-bda7-4356-b32f-0c5fc3170509	C3N-01756.RNA-Seq.R2.A	eea8501e-e2a6-4ab1-9dec-ff73840d93e5
C3N-01756	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01756_tumor.transcripts.gtf.gz	23192288	gtf	d9a3fd6ae17190f2ef40826a0e42c09d	tumor	C3N-01756.RNA-Seq.R1.T	67b4e0a3-b9b0-4f36-9f08-6b5a544abfff	C3N-01756.RNA-Seq.R2.T	68c0adef-b7a8-41b1-8fc7-8939df30763a
C3N-01757	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01757_tumor.transcripts.gtf.gz	20092556	gtf	1bd988f24069b0a32583f2d9a259bc92	tumor	C3N-01757.RNA-Seq.R1.T	fa0aa6e7-66b7-4300-83db-5680970620b3	C3N-01757.RNA-Seq.R2.T	f8716479-1ab4-4100-b1fa-59c3f8922cd2
